FIELD    MAGNETIZATION    MAGNETIZATIONstd    POLARIZATION    POLARIZATIONstd    LB2    LB2std    Accept rate    
-8    -1.10711    0.00268715    -0.801809    0.00124418    -4.5e-05    0.00076598    0.0036697
-6    -1.07331    0.00404061    -0.806826    0.00146313    0.000165    0.00122639    0.00481314
-4    -1.03982    0.00468387    -0.810219    0.00180141    4.5e-05    0.00120488    0.00631605
-2    -1.00686    0.00542707    -0.811876    0.0022674    0.00025    0.00181452    0.00819736
0.0001    -0.972241    0.00598109    -0.811894    0.0029774    0.000715    0.00233239    0.0105004
0.135692    -0.969377    0.00640813    -0.811886    0.00246852    0.00022    0.00204123    0.0106857
0.271283    -0.967778    0.00714495    -0.811793    0.00288152    -7.80626e-20    0.00248898    0.0108626
0.406875    -0.965551    0.00666955    -0.811957    0.00260509    0.00012    0.00178832    0.0110546
0.542466    -0.963688    0.00781987    -0.811687    0.00367034    0.00075    0.00232002    0.011236
0.678058    -0.956432    0.00907238    -0.809872    0.00435611    -0.000355    0.00284872    0.0114406
0.813649    -0.956491    0.00745248    -0.810905    0.00362424    -0.00017    0.00268302    0.0116481
0.949241    -0.954808    0.00745131    -0.810579    0.0047489    -7e-05    0.00314326    0.0118423
1.08483    -0.950331    0.00692556    -0.809597    0.00340953    0.00038    0.00323467    0.0120523
1.22042    -0.949097    0.00847713    -0.809665    0.00443009    -0.00025    0.00286705    0.0122481
1.35602    -0.945779    0.0070209    -0.809554    0.0039344    0.000185    0.00283408    0.0124676
1.49161    -0.943583    0.00806546    -0.8088    0.00542875    -0.000145    0.00372226    0.0126885
1.6272    -0.936954    0.00805132    -0.806912    0.00552763    -0.00139    0.00367599    0.0129337
1.76279    -0.93767    0.00909134    -0.808367    0.00487593    0.001195    0.00326125    0.0131482
1.89838    -0.929161    0.0102409    -0.803956    0.00796108    -0.002465    0.00482986    0.0134262
2.03397    -0.924446    0.0118388    -0.80144    0.0106622    0.000185    0.00483058    0.0136627
2.16956    -0.924733    0.0100036    -0.803469    0.00756284    -0.001215    0.0050806    0.0138985
2.30516    -0.918862    0.00989979    -0.801452    0.00752527    -0.001415    0.00404308    0.0141636
2.44075    -0.910441    0.0136844    -0.794056    0.0140226    -0.00564    0.0063317    0.014487
2.57634    -0.830782    0.0304387    -0.654497    0.0565237    0.070935    0.0369879    0.0145679
2.71193    -0.815207    0.011841    -0.621318    0.00956155    0.08941    0.00685798    0.0146449
2.84752    -0.804135    0.00928535    -0.614877    0.00663348    0.085885    0.00472869    0.0149258
2.98311    -0.799894    0.0123799    -0.612503    0.00808088    0.085185    0.00620278    0.0152807
3.11871    -0.802118    0.0120729    -0.617307    0.0113349    0.086785    0.00738665    0.0154377
3.2543    -0.674156    0.0338623    -0.407205    0.0611955    0.01791    0.0422551    0.015186
3.38989    -0.490422    0.0207549    -0.10767    0.0271365    -0.009935    0.016148    0.0144297
3.52548    -0.426432    0.0448117    -0.00308442    0.0751225    -0.07249    0.0427031    0.0141827
3.66107    -0.385933    0.00971381    0.0582445    0.00499868    -0.106385    0.00465033    0.0140127
3.79666    -0.297395    0.0124026    0.212292    0.00236311    -0.00215    0.00786289    0.0136281
3.93225    -0.208815    0.0242642    0.212378    0.00218883    0.08964    0.02019    0.0133887
4.06785    -0.175837    0.0139406    0.213686    0.00270998    0.109145    0.00702942    0.0135242
4.20344    -0.142511    0.0387178    0.21384    0.00203849    0.132585    0.0397445    0.0134194
4.33903    -0.0819645    0.00980655    0.214105    0.00228106    0.186615    0.00400225    0.0130578
4.47462    -0.0808785    0.0106288    0.213657    0.00218678    0.188525    0.00468515    0.0132507
4.61021    0.0950596    0.0405549    0.260133    0.069181    0.212045    0.0416646    0.011989
4.7458    0.16665    0.0404895    0.212175    0.00718237    0.15411    0.0491567    0.0118971
4.88139    0.42    0.00828397    0.0461034    0.00264076    0.090765    0.00427388    0.00985729
5.01699    0.563007    0.0426923    0.0369714    0.00918465    0.240735    0.0464074    0.0090799
5.15258    0.604688    0.0072217    0.028532    0.006815    0.284315    0.00442657    0.00876819
5.28817    0.610558    0.00685492    0.0258892    0.00672088    0.28297    0.00405698    0.00879101
5.42376    0.608726    0.00540262    0.0287784    0.00206717    0.284435    0.00248988    0.00874689
5.55935    0.6143    0.00793622    0.0254401    0.00586993    0.28209    0.00427982    0.00879316
5.69494    0.663631    0.0479335    -0.0559432    0.083726    0.23623    0.0475923    0.00844486
5.83054    0.809715    0.00625985    -0.312172    0.00438247    0.282075    0.00290829    0.00700301
5.96613    0.840154    0.0389739    -0.365931    0.077273    0.251085    0.0442431    0.00683424
6.10172    0.900494    0.0048987    -0.482707    0.00231175    0.18451    0.0017748    0.00635754
6.23731    0.904243    0.00468449    -0.483454    0.00199265    0.184075    0.00127402    0.00631414
6.3729    0.906543    0.00436331    -0.483241    0.00185214    0.183935    0.00157703    0.00627267
6.50849    0.909381    0.00552128    -0.482736    0.0023176    0.18405    0.00168375    0.00622292
6.64408    0.912313    0.00409176    -0.483303    0.00224802    0.18385    0.00141156    0.00618629
6.77968    0.914437    0.00457741    -0.482954    0.00286206    0.183575    0.00226785    0.00614404
6.91527    0.982514    0.0297573    -0.607464    0.0562685    0.11319    0.0315312    0.00532242
7.05086    0.997666    0.00407808    -0.632616    0.001383    0.09851    0.00141329    0.00507666
7.18645    1.09373    0.00362037    -0.804274    0.00157641    8e-05    0.000981631    0.00409506
7.32204    1.09496    0.00394344    -0.803573    0.00151144    0.00011    0.00108991    0.00401712
7.45763    1.09746    0.0028602    -0.803206    0.0012366    -0.000195    0.00107737    0.00394802
7.59323    1.09909    0.00318407    -0.802739    0.00125024    -3e-05    0.000933595    0.00387511
7.72882    1.1017    0.00318422    -0.802519    0.0018396    5.5e-05    0.001061    0.00380553
