FIELD    MAGNETIZATION    MAGNETIZATIONstd    POLARIZATION    POLARIZATIONstd    LB2    LB2std    Accept rate    
-8    -1.1075    0.00353682    -0.799675    0.00157225    0.00031    0.00119641    0.00365347
-6    -1.07353    0.00325497    -0.804723    0.00175054    0.000465    0.00141511    0.00476516
-4    -1.04105    0.00470454    -0.807952    0.00210627    0.000375    0.00175375    0.00624993
-2    -1.00728    0.00617953    -0.808732    0.00258854    0.000305    0.00202688    0.0080964
0.0001    -0.971544    0.00587682    -0.806795    0.00365721    -4e-05    0.00268671    0.0104913
0.135692    -0.96942    0.0085534    -0.807413    0.00413714    0.00024    0.00238588    0.0106692
0.271283    -0.9672    0.00508363    -0.806686    0.00358997    -0.00031    0.00275025    0.0108679
0.406875    -0.963496    0.00617958    -0.8068    0.00374366    6e-05    0.00312072    0.0110419
0.542466    -0.960952    0.00804533    -0.805727    0.00440767    0.00077    0.00285212    0.0112355
0.678058    -0.956992    0.00840373    -0.805866    0.00382125    0.00024    0.00266409    0.0114662
0.813649    -0.954861    0.00722284    -0.805183    0.00282366    0.000995    0.00336656    0.0116213
0.949241    -0.952675    0.00754504    -0.805037    0.00384296    0.000435    0.00325876    0.0118577
1.08483    -0.949669    0.00775923    -0.804819    0.00390327    0.000285    0.00348641    0.0120687
1.22042    -0.944556    0.00689189    -0.803731    0.00419789    -0.000715    0.00346158    0.0122761
1.35602    -0.94209    0.00862406    -0.803471    0.00451168    0.000225    0.00249962    0.0125333
1.49161    -0.937841    0.00801572    -0.802414    0.00463484    -0.000615    0.00350079    0.0127354
1.6272    -0.935113    0.00881955    -0.80151    0.00497827    -0.00025    0.00371113    0.0129776
1.76279    -0.932831    0.00739336    -0.80153    0.00457785    0.001135    0.00406608    0.0131839
1.89838    -0.931117    0.00757295    -0.801951    0.00440041    -0.000775    0.00370414    0.0134592
2.03397    -0.926853    0.00931668    -0.800437    0.00526958    -0.00025    0.00351177    0.0137123
2.16956    -0.925491    0.00882715    -0.800003    0.00535293    -0.000765    0.0035519    0.0139422
2.30516    -0.815261    0.00863146    -0.628296    0.00463427    -0.09834    0.00384245    0.0138153
2.44075    -0.810315    0.00940391    -0.626994    0.00547761    -0.099185    0.00511048    0.0140443
2.57634    -0.805042    0.0102134    -0.62367    0.0066033    -0.10011    0.00715038    0.0143624
