FIELD    MAGNETIZATION    MAGNETIZATIONstd    POLARIZATION    POLARIZATIONstd    LB2    LB2std    Accept rate    
-8    -1.1067    0.00280828    -0.801228    0.0012462    -0.0003    0.00109886    0.00371248
-6    -1.07366    0.00421229    -0.806619    0.00178249    -4e-05    0.00116443    0.004899
-4    -1.03828    0.00545505    -0.809662    0.00184955    -0.00078    0.00111203    0.00643302
-2    -1.00714    0.00602284    -0.812328    0.00207605    -0.0008    0.00175357    0.00832721
0.0001    -0.97004    0.00725428    -0.810978    0.00278106    -0.001315    0.0024611    0.0106952
0.135692    -0.968938    0.00666844    -0.811534    0.00277045    -0.001105    0.00225781    0.0108555
0.271283    -0.965974    0.00638189    -0.811182    0.00303429    -0.00128    0.00256887    0.0110357
0.406875    -0.961013    0.0068544    -0.810628    0.00349625    -0.00171    0.00255654    0.0112301
0.542466    -0.960515    0.00749043    -0.810994    0.0029222    -0.00209    0.00285077    0.0113959
0.678058    -0.958542    0.00717588    -0.810496    0.0033537    -0.001605    0.0026273    0.011614
0.813649    -0.956343    0.00756805    -0.810789    0.00313411    -0.002195    0.00229581    0.0117899
0.949241    -0.953169    0.00817561    -0.809684    0.00448824    -0.002695    0.00343886    0.0120272
1.08483    -0.947562    0.00655462    -0.809726    0.00308511    -0.00232    0.00266085    0.012216
1.22042    -0.944301    0.0084011    -0.80905    0.00356255    -0.001995    0.0028738    0.0124064
1.35602    -0.940953    0.00898906    -0.807684    0.00485346    -0.002715    0.00368205    0.0126463
1.49161    -0.939648    0.00711804    -0.808634    0.0035484    -0.002965    0.0030187    0.0128679
1.6272    -0.936163    0.00850943    -0.807562    0.00392134    -0.003325    0.00326506    0.0130852
1.76279    -0.932993    0.00772183    -0.806757    0.00493174    -0.002975    0.00388885    0.0133236
1.89838    -0.928999    0.00898159    -0.805467    0.0048762    -0.003375    0.00321374    0.0135815
2.03397    -0.927353    0.0090933    -0.806212    0.00547651    -0.003135    0.00344064    0.0137968
2.16956    -0.918986    0.00918677    -0.803308    0.004749    -0.00472    0.00414024    0.0140819
2.30516    -0.916976    0.0115533    -0.802606    0.0055758    -0.00526    0.00475104    0.0143404
2.44075    -0.91306    0.0100815    -0.799523    0.00959812    -0.003145    0.00630478    0.0146112
2.57634    -0.809676    0.0114064    -0.718512    0.00852097    0.090305    0.00799567    0.0144857
2.71193    -0.789732    0.0156498    -0.696777    0.0154999    0.08031    0.00929712    0.0148619
2.84752    -0.681899    0.0117041    -0.52505    0.00814842    -0.02247    0.00566406    0.0146117
2.98311    -0.591548    0.0106661    -0.372633    0.00897738    -0.11034    0.00639272    0.0142392
3.11871    -0.477285    0.0399956    -0.172764    0.0766159    -0.22235    0.0411968    0.0138468
3.2543    -0.405453    0.0098405    -0.0355552    0.004153    -0.301595    0.00428657    0.0135753
3.38989    -0.331018    0.029339    0.0952891    0.0566414    -0.224625    0.035487    0.0134274
3.52548    -0.207664    0.00849818    0.12717    0.00447124    -0.10612    0.00478937    0.0126697
3.66107    -0.109636    0.00875104    0.29973    0.00264364    -0.20548    0.00292098    0.0123199
3.79666    -0.0879039    0.0378791    0.296222    0.00866095    -0.215975    0.025512    0.0125105
3.93225    -6.59201e-05    0.00917634    0.299164    0.00243526    -0.30379    0.00425158    0.0120582
4.06785    0.004732    0.00947577    0.298633    0.00376784    -0.302025    0.00520631    0.012231
4.20344    0.00806472    0.00857387    0.29935    0.00500453    -0.30473    0.00340985    0.0123039
4.33903    0.2003    0.00835539    0.214993    0.00238799    -0.30256    0.00424251    0.0110799
4.47462    0.285466    0.0134428    0.213542    0.00319407    -0.207205    0.0190411    0.0107108
4.61021    0.295969    0.0099688    0.213458    0.00272956    -0.204    0.00457575    0.0106646
4.7458    0.300215    0.0104346    0.213866    0.00347729    -0.20599    0.00473497    0.0107664
4.88139    0.299468    0.00906081    0.213669    0.00274141    -0.204195    0.00376805    0.0108005
5.01699    0.306416    0.00964881    0.213169    0.0035958    -0.20716    0.00479864    0.0109198
5.15258    0.311205    0.00942111    0.212437    0.00415616    -0.20649    0.00444184    0.0109972
5.28817    0.394444    0.00749958    0.211565    0.00462898    -0.296575    0.00432211    0.0100318
