FIELD    MAGNETIZATION    MAGNETIZATIONstd    POLARIZATION    POLARIZATIONstd    LB2    LB2std    Accept rate    
-8    -1.10757    0.00319896    -0.79989    0.00163428    -0.00028    0.00107662    0.00390407
-6    -1.07428    0.00371761    -0.804953    0.00161453    -1.5e-05    0.00146493    0.00504914
-4    -1.04075    0.00441357    -0.808192    0.00188346    0.00032    0.0011673    0.0065625
-2    -1.00788    0.00508849    -0.810566    0.00202413    0.000305    0.00133631    0.0084792
0.0001    -0.9732    0.00659756    -0.809813    0.00264653    0.00068    0.00204392    0.010914
0.135692    -0.969566    0.00556538    -0.809567    0.00257135    0.001285    0.00231895    0.0111108
0.271283    -0.966278    0.00812185    -0.809042    0.00285783    0.00052    0.00242736    0.0112995
0.406875    -0.965673    0.00572576    -0.8096    0.00252076    0.00082    0.00208029    0.0115078
0.542466    -0.95959    0.00712461    -0.808247    0.00322887    0.00079    0.00237821    0.0117212
0.678058    -0.960514    0.0070716    -0.808783    0.00303441    0.00102    0.00289519    0.0119164
0.813649    -0.956203    0.00802125    -0.807391    0.0058245    -0.00035    0.0041    0.012144
0.949241    -0.954607    0.00785841    -0.808562    0.00274653    0.001005    0.00276066    0.0123157
1.08483    -0.951078    0.00813725    -0.807394    0.00422029    8e-05    0.00317232    0.0125677
1.22042    -0.947494    0.00718724    -0.806672    0.00367203    0.001315    0.00307401    0.0127897
1.35602    -0.94652    0.00694716    -0.807781    0.00322788    0.00091    0.00259025    0.0130139
1.49161    -0.942923    0.00804251    -0.80679    0.00435155    0.00123    0.00316419    0.0132589
1.6272    -0.93808    0.007597    -0.805753    0.00336692    0.001065    0.00277705    0.0134938
1.76279    -0.931959    0.00936204    -0.802816    0.00730443    0.00126    0.00460461    0.013775
1.89838    -0.93366    0.0082138    -0.805186    0.00429589    0.001625    0.00337278    0.0140006
2.03397    -0.918557    0.0113446    -0.788819    0.0131472    3e-05    0.0101867    0.0145412
2.16956    -0.926231    0.00821995    -0.802829    0.00473592    0.000635    0.00387111    0.0145277
2.30516    -0.912638    0.0124566    -0.790706    0.0096958    0.00676    0.00638846    0.0150432
2.44075    -0.914161    0.0108485    -0.797315    0.00857492    0.00118    0.00552631    0.0151509
2.57634    -0.8077    0.0112331    -0.62637    0.00788689    0.09914    0.0066427    0.0149036
2.71193    -0.806773    0.00895859    -0.627976    0.00686621    0.10008    0.00572417    0.0151247
2.84752    -0.707893    0.0131394    -0.455719    0.0101525    0.200905    0.00617169    0.014988
