FIELD    MAGNETIZATION    MAGNETIZATIONstd    POLARIZATION    POLARIZATIONstd    LB2    LB2std    Accept rate    
-8    -1.10763    0.00282177    -0.801073    0.00113928    -0.00033    0.000972677    0.00347276
-6    -1.07412    0.00366925    -0.805953    0.00156871    -0.000145    0.00115118    0.004551
-4    -1.04256    0.00459754    -0.810002    0.00167695    -0.000125    0.00138225    0.00598969
-2    -1.01095    0.00490865    -0.811864    0.00194085    -0.00099    0.0018788    0.00780854
0.0001    -0.973697    0.00723794    -0.811198    0.002854    -0.00162    0.00226453    0.0101186
0.135692    -0.973341    0.0061651    -0.811481    0.0030334    -0.00181    0.00209497    0.0103146
0.271283    -0.969609    0.00657137    -0.811234    0.0023962    -0.000835    0.00210393    0.0104885
0.406875    -0.967386    0.00650303    -0.811628    0.00251839    -0.00138    0.00202684    0.0106758
0.542466    -0.964719    0.00583345    -0.81088    0.00265882    -0.00167    0.00233047    0.0108777
0.678058    -0.961559    0.00639053    -0.81082    0.00254451    -0.001685    0.00201607    0.0110621
0.813649    -0.959654    0.00713785    -0.810628    0.0029749    -0.00141    0.00218561    0.0112653
0.949241    -0.95625    0.00695382    -0.810011    0.00251043    -0.001765    0.00219682    0.0114771
1.08483    -0.955191    0.00623378    -0.810291    0.00256708    -0.0012    0.00278568    0.0116812
1.22042    -0.951983    0.0077363    -0.809651    0.00385533    -0.000595    0.00329123    0.0118916
1.35602    -0.949184    0.00844191    -0.809224    0.00371292    -0.00091    0.00285734    0.0120999
1.49161    -0.947748    0.00709904    -0.81006    0.00323856    -0.00161    0.00229519    0.0123326
1.6272    -0.93423    0.0114189    -0.800778    0.0092446    -0.005625    0.00535473    0.0125938
1.76279    -0.939981    0.00666295    -0.807726    0.00380398    -0.001555    0.00342282    0.0127916
1.89838    -0.931414    0.0111411    -0.801562    0.00868363    -0.005525    0.00599609    0.0130685
2.03397    -0.936301    0.00986928    -0.808388    0.00500009    -0.001615    0.00303818    0.0132802
2.16956    -0.931409    0.00902964    -0.806861    0.00475697    -0.00249    0.00359964    0.0135341
2.30516    -0.928895    0.00768377    -0.806569    0.00369429    -0.001385    0.00378524    0.013774
2.44075    -0.910197    0.00908762    -0.790205    0.00514227    -0.01104    0.0030787    0.0140904
2.57634    -0.907541    0.00839753    -0.789126    0.00523389    -0.010145    0.00456511    0.0143318
2.71193    -0.821551    0.00896942    -0.636477    0.00427976    -0.099015    0.00309047    0.0141004
2.84752    -0.719161    0.0083606    -0.465704    0.00431123    -0.19784    0.0033372    0.0138192
2.98311    -0.715902    0.00811638    -0.464788    0.00407166    -0.19772    0.00364027    0.0140654
3.11871    -0.709571    0.0129223    -0.460892    0.0119254    -0.200755    0.00695279    0.0143731
3.2543    -0.702849    0.0136896    -0.455997    0.0131165    -0.20163    0.00779363    0.0146971
3.38989    -0.623311    0.0275118    -0.32119    0.0510417    -0.115255    0.0298461    0.0145657
3.52548    -0.562617    0.0562366    -0.293504    0.00467593    -0.05876    0.0464506    0.0143026
