FIELD    MAGNETIZATION    MAGNETIZATIONstd    POLARIZATION    POLARIZATIONstd    LB2    LB2std    Accept rate    
-8    -1.10684    0.00374282    -0.80057    0.00178666    -0.00013    0.00106682    0.00384592
-6    -1.07172    0.00436804    -0.805306    0.00173624    0.00028    0.00152122    0.00505156
-4    -1.03922    0.00534851    -0.809187    0.00229003    -7.5e-05    0.00156784    0.0066363
-2    -1.00454    0.00642593    -0.810483    0.00248148    0.000395    0.00183786    0.0086267
0.0001    -0.967765    0.0074913    -0.809451    0.00280908    0.000695    0.00252155    0.0111473
0.135692    -0.964972    0.00640443    -0.808998    0.00263847    0.00072    0.00257373    0.0113326
0.271283    -0.961526    0.00790283    -0.808416    0.00346657    0.00029    0.00302298    0.0115503
0.406875    -0.960473    0.00602379    -0.809257    0.00284548    0.00037    0.00252351    0.0117308
0.542466    -0.956422    0.00719586    -0.80872    0.00310656    0.00031    0.00272285    0.0119573
0.678058    -0.953529    0.00852886    -0.807901    0.00358543    0.00067    0.00249622    0.0121713
0.813649    -0.950499    0.00751261    -0.807548    0.00365285    0.00077    0.00295036    0.0123786
0.949241    -0.948058    0.00891051    -0.807071    0.00370846    0.001565    0.00256555    0.012604
1.08483    -0.946401    0.00721174    -0.807462    0.00357653    0.000725    0.00318483    0.0128064
1.22042    -0.941187    0.00761541    -0.806336    0.00371985    0.001135    0.00310934    0.0130786
1.35602    -0.938564    0.00852771    -0.80633    0.00395036    0.000495    0.0027841    0.0132596
1.49161    -0.927737    0.00916333    -0.796939    0.00610279    -0.00626    0.00459727    0.01365
1.6272    -0.928907    0.00874823    -0.799783    0.00662116    -0.0027    0.00595693    0.0138653
1.76279    -0.918061    0.00930297    -0.792611    0.00410673    -0.007925    0.0032708    0.0141653
1.89838    -0.913202    0.00950278    -0.790433    0.00477247    -0.00853    0.00362961    0.0144369
2.03397    -0.912553    0.00933443    -0.791216    0.0050329    -0.006425    0.00394153    0.0146795
2.16956    -0.907414    0.00772014    -0.790402    0.00438003    -0.006985    0.00351973    0.0149606
2.30516    -0.89803    0.0281995    -0.780001    0.0323433    -0.011915    0.0206079    0.0152114
2.44075    -0.804815    0.0105079    -0.617671    0.00494947    -0.10475    0.00482908    0.0150534
2.57634    -0.800021    0.008858    -0.616374    0.00513952    -0.105805    0.00335533    0.0153235
2.71193    -0.721371    0.0515324    -0.503413    0.0751542    -0.172595    0.0433266    0.0151965
2.84752    -0.66281    0.0246071    -0.428295    0.017557    -0.207095    0.0215797    0.015501
2.98311    -0.583506    0.0102643    -0.366423    0.00683561    -0.299075    0.00544937    0.0149012
3.11871    -0.539391    0.00856189    -0.306997    0.00583292    -0.334825    0.00438784    0.0152752
3.2543    -0.48642    0.0115702    -0.204531    0.00806215    -0.390225    0.00526694    0.0147334
3.38989    -0.288116    0.00775326    0.127266    0.00246345    -0.19705    0.00375733    0.0136385
3.52548    -0.165593    0.0222925    0.12652    0.00273226    -0.088755    0.0209766    0.0136496
3.66107    -0.158338    0.00925602    0.125809    0.00297193    -0.079875    0.0046506    0.0136515
3.79666    -0.0572681    0.00996462    0.296893    0.00318933    -0.175545    0.00445272    0.0132037
3.93225    -0.0297189    0.0386434    0.317456    0.0329983    -0.152555    0.041317    0.0132218
4.06785    0.0452152    0.0111399    0.379144    0.00503465    -0.078175    0.00453438    0.0128296
4.20344    0.129417    0.0134597    0.401662    0.0158156    0.014665    0.00934058    0.0123488
4.33903    0.136561    0.00825985    0.409629    0.00682756    0.018505    0.00511993    0.0124814
4.47462    0.179688    0.0103292    0.366356    0.00790514    0.04567    0.00608141    0.0129592
4.61021    0.279756    0.0518915    0.186821    0.104644    -0.003525    0.0394644    0.01244
4.7458    0.354105    0.0168689    0.0396892    0.0176556    0.03807    0.0119269    0.0118194
4.88139    0.366387    0.011711    0.0308674    0.0158681    0.04112    0.00992449    0.0119073
5.01699    0.3965    0.0393443    0.086961    0.0565507    0.061825    0.0301382    0.0117364
5.15258    0.455453    0.0126153    0.144896    0.0136008    0.11383    0.00795573    0.0114177
5.28817    0.499747    0.00783893    0.0299304    0.00601184    0.19204    0.00466405    0.0103204
5.42376    0.533982    0.0105236    -0.015034    0.0100488    0.191075    0.00598357    0.0108836
5.55935    0.616828    0.0135242    -0.152785    0.0134495    0.10487    0.00631372    0.00962059
5.69494    0.766314    0.0386768    -0.411804    0.0698036    0.0572    0.0410439    0.00830774
5.83054    0.80033    0.00610789    -0.470729    0.00441937    0.09434    0.00351524    0.00777095
5.96613    0.892513    0.0263117    -0.477382    0.00605102    0.00115    0.0263351    0.0069597
6.10172    0.916083    0.0345133    -0.508328    0.0641172    -0.02408    0.0370139    0.00666643
6.23731    0.987014    0.00515896    -0.635502    0.00221887    -0.096955    0.00169756    0.00582027
6.3729    0.990417    0.00559666    -0.635811    0.00286916    -0.09664    0.00171913    0.00576759
6.50849    1.08151    0.00398302    -0.804661    0.00147053    1.5e-05    0.00136328    0.00471502
6.64408    1.08324    0.00416956    -0.804244    0.0018466    -0.000305    0.00117823    0.00462935
6.77968    1.08545    0.00391474    -0.803838    0.00164154    -0.00016    0.00127941    0.00453841
6.91527    1.08803    0.00388966    -0.803725    0.00141557    0.000105    0.000944841    0.00445681
7.05086    1.09033    0.00344522    -0.803385    0.00145748    -0.00032    0.00117158    0.00437991
7.18645    1.09272    0.00335072    -0.803135    0.00139612    -0.00035    0.00116404    0.00429767
7.32204    1.09522    0.00369243    -0.802691    0.00130668    9.5e-05    0.0010427    0.00422504
7.45763    1.09773    0.00360413    -0.802394    0.00165237    -0.00029    0.00127315    0.00413725
7.59323    1.09908    0.00356005    -0.801962    0.00154552    0.000295    0.00133668    0.00406255
7.72882    1.10194    0.00358829    -0.8018    0.00142061    -1e-05    0.00107466    0.00399288
7.86441    1.10414    0.0034209    -0.801161    0.00134383    -0.000215    0.00102471    0.00391918
8    1.10592    0.00312328    -0.800365    0.00133198    -8.5e-05    0.00116577    0.00385058
