FIELD    MAGNETIZATION    MAGNETIZATIONstd    POLARIZATION    POLARIZATIONstd    LB2    LB2std    Accept rate    
-8    -1.10866    0.00270699    -0.8033    0.00141906    -0.000345    0.00108038    0.00353733
-6    -1.07413    0.00411574    -0.808182    0.00175235    0.00031    0.00100444    0.00463099
-4    -1.04279    0.00435114    -0.812068    0.00182764    -0.00055    0.00138384    0.00608166
-2    -1.00852    0.00544477    -0.813791    0.00217954    -0.00031    0.00153994    0.00793623
0.0001    -0.975763    0.00648108    -0.814142    0.00235975    -0.0009    0.00168152    0.0103359
0.135692    -0.973574    0.00721872    -0.814182    0.00264385    0.000565    0.00278918    0.0105137
0.271283    -0.971397    0.00691557    -0.813789    0.00251266    0.0003    0.00232863    0.0107082
0.406875    -0.967978    0.0061722    -0.813415    0.00291654    0.00021    0.00203922    0.0109017
0.542466    -0.966057    0.00638097    -0.813604    0.00322494    -0.00025    0.00291633    0.0111104
0.678058    -0.962198    0.00700563    -0.81331    0.00289887    -0.000125    0.00253044    0.0113116
0.813649    -0.960728    0.00698497    -0.813256    0.00262204    3.5e-05    0.00204573    0.0114919
0.949241    -0.956733    0.00734379    -0.811367    0.00434142    -0.00047    0.00332439    0.0117377
1.08483    -0.955198    0.00692661    -0.812774    0.0030374    0.000375    0.00264256    0.0119321
1.22042    -0.950021    0.00778006    -0.811514    0.00361837    4.5e-05    0.00237576    0.0121561
1.35602    -0.948995    0.00790544    -0.812194    0.00321565    0.00045    0.00214651    0.0123877
1.49161    -0.945286    0.00850454    -0.810878    0.00410855    0.00117    0.00274884    0.0126162
1.6272    -0.942141    0.00749245    -0.810039    0.00336432    0.000235    0.00277282    0.0128862
1.76279    -0.935103    0.00942997    -0.804836    0.00655576    -0.00236    0.00355217    0.0132508
1.89838    -0.93723    0.008958    -0.809004    0.00487179    0.000765    0.00352896    0.0133315
2.03397    -0.931306    0.00935729    -0.807069    0.0073563    0.00011    0.00453243    0.0136376
2.16956    -0.924145    0.00875149    -0.802315    0.00819978    -0.002325    0.00472262    0.0139731
2.30516    -0.926633    0.00857362    -0.807477    0.00503833    0.000965    0.00308302    0.0141111
2.44075    -0.916388    0.00890347    -0.798539    0.00516718    -0.004995    0.00472639    0.0145871
2.57634    -0.860391    0.0545324    -0.760864    0.0415358    -0.053855    0.0470629    0.0144151
2.71193    -0.804902    0.0150918    -0.717306    0.013692    -0.0965    0.00613535    0.01443
2.84752    -0.799946    0.0166874    -0.714577    0.015015    -0.099865    0.0101485    0.0147404
2.98311    -0.775745    0.0127951    -0.696692    0.0105086    -0.112265    0.00617645    0.0152162
3.11871    -0.775519    0.0174697    -0.698057    0.0167111    -0.11117    0.0110635    0.0154515
3.2543    -0.696243    0.0311878    -0.557927    0.0564071    -0.190905    0.0318938    0.0152973
3.38989    -0.567543    0.0121153    -0.350244    0.0162453    -0.31376    0.00935935    0.0148652
3.52548    -0.385995    0.00851772    -0.0438492    0.00363662    -0.48873    0.00378346    0.0135036
3.66107    -0.381958    0.00850633    -0.0437578    0.00427373    -0.487665    0.00419124    0.0137126
3.79666    -0.312172    0.050988    -0.0339774    0.0343192    -0.429145    0.0432579    0.0136101
3.93225    -0.184096    0.0116117    0.131261    0.0123505    -0.487575    0.00790431    0.0129635
4.06785    -0.0881612    0.0076663    0.295999    0.00356116    -0.38988    0.00296953    0.0122878
4.20344    -0.0694515    0.00714863    0.296526    0.00377383    -0.37805    0.00335708    0.012729
4.33903    -0.079362    0.0077239    0.296943    0.00347174    -0.38942    0.00414018    0.0126046
4.47462    0.113298    0.0128872    0.302296    0.0192593    -0.39267    0.0110794    0.0116218
4.61021    0.119683    0.0110812    0.297527    0.00425119    -0.393015    0.00468813    0.0117441
4.7458    0.222036    0.0104356    0.298432    0.00567371    -0.29059    0.00533778    0.0111781
4.88139    0.36506    0.0333552    0.377737    0.00837798    -0.161685    0.0421685    0.0101794
5.01699    0.520446    0.0074797    0.210999    0.00535262    0.003435    0.00350457    0.00880241
5.15258    0.526258    0.00812046    0.207088    0.00918262    0.005255    0.0059564    0.00888047
5.28817    0.529909    0.00863665    0.206554    0.00770783    0.001915    0.00610484    0.00892899
5.42376    0.54141    0.0104846    0.190589    0.00995534    0.015775    0.00561366    0.00912174
5.55935    0.58467    0.0329228    0.12985    0.0625152    0.042925    0.0313024    0.00925078
5.69494    0.644814    0.00918396    0.0148932    0.00770544    0.11632    0.004331    0.00845735
5.83054    0.803236    0.0471828    -0.29198    0.09623    0.25209    0.0448564    0.00701098
5.96613    0.893106    0.00639212    -0.465638    0.00291732    0.19516    0.00179008    0.00596437
6.10172    0.896076    0.00448359    -0.465843    0.00235371    0.19562    0.00188298    0.00592174
6.23731    0.937654    0.0396821    -0.535924    0.0768812    0.155365    0.0434916    0.00573121
6.3729    1.06687    0.0307087    -0.78074    0.0580872    0.015035    0.0330628    0.0045709
6.50849    1.08273    0.00311152    -0.80721    0.00140425    0.00013    0.00120025    0.00432287
6.64408    1.08571    0.00359051    -0.807116    0.00151326    -2.5e-05    0.00126615    0.00423755
6.77968    1.08792    0.00329613    -0.806581    0.00130232    0.00044    0.00107884    0.00416459
6.91527    1.09051    0.00300595    -0.80611    0.00171722    -1e-05    0.000964313    0.00408568
7.05086    1.09173    0.00346292    -0.805594    0.00126239    -2.5e-05    0.00119085    0.00401155
7.18645    1.09432    0.00385219    -0.804864    0.00191959    -0.000325    0.0011718    0.00394788
7.32204    1.09674    0.00307704    -0.805229    0.00153872    -3.5e-05    0.000979809    0.00387183
7.45763    1.09866    0.00367399    -0.804428    0.00138613    0.000105    0.00108753    0.00380401
7.59323    1.10089    0.00341262    -0.803919    0.00155639    -3.5e-05    0.00139733    0.00373445
7.72882    1.10324    0.0031084    -0.803578    0.00128276    0.000225    0.00110028    0.00366961
7.86441    1.10576    0.00282282    -0.803201    0.00152373    7e-05    0.00105717    0.00360401
8    1.10803    0.00267939    -0.802862    0.00149304    -3.5e-05    0.00106303    0.00353748
