FIELD    MAGNETIZATION    MAGNETIZATIONstd    POLARIZATION    POLARIZATIONstd    LB2    LB2std    Accept rate    
-8    -1.30951    0.0056124    -0.719295    0.00341813    0.000565    0.00284113    0.0196124
-6    -1.24647    0.00587813    -0.722919    0.00366467    0.000255    0.00353111    0.0231618
-4    -1.18358    0.010054    -0.724156    0.00503166    0.000325    0.00402624    0.0276554
-2    -1.12096    0.00973367    -0.722524    0.00616222    -0.000355    0.00515803    0.0334454
0.0001    -1.03827    0.0119396    -0.705775    0.00930763    -0.00097    0.00900134    0.0409801
0.296393    -0.899374    0.0193206    -0.543914    0.015672    0.09779    0.0102264    0.0421268
0.592685    -0.552875    0.018283    -0.100455    0.0125532    0.195845    0.00917454    0.0416571
0.888978    -0.425129    0.0132368    0.0591261    0.00991928    0.29509    0.0100594    0.0420077
1.18527    -0.200126    0.0241993    0.186285    0.00724263    0.257085    0.0157554    0.0415297
1.48156    -0.106331    0.0219634    0.185526    0.00771652    0.365275    0.0130775    0.0410878
1.77786    0.180697    0.0518855    0.357215    0.0511369    0.40977    0.0543609    0.0396281
2.07415    0.420885    0.0154236    0.105564    0.007261    0.27519    0.00848153    0.0377952
2.37044    0.5316    0.0149342    0.0277644    0.009669    0.17992    0.00883833    0.0368363
2.66673    0.732421    0.068079    -0.220942    0.0599448    0.229975    0.0427274    0.0353309
2.96303    0.957791    0.0124932    -0.418902    0.00896071    0.185585    0.00652449    0.0321955
3.25932    1.06493    0.0104455    -0.568449    0.00774931    0.09236    0.00452746    0.0305053
3.55561    1.07536    0.0103947    -0.570212    0.00847362    0.093225    0.00603495    0.0297589
3.8519    1.18171    0.0086609    -0.726185    0.00566908    -0.00135    0.00361075    0.0280054
4.1482    1.18847    0.00800073    -0.724762    0.00510592    -0.001025    0.00438556    0.0272819
4.44449    1.20117    0.00882642    -0.725757    0.00451116    -0.000125    0.00369603    0.0265698
4.74078    1.21008    0.00884173    -0.725489    0.00524767    -9.5e-05    0.00339223    0.025833
5.03707    1.21875    0.00806657    -0.725046    0.0053128    -0.000595    0.00399684    0.0251502
5.33337    1.22615    0.00790599    -0.723523    0.00457722    -0.000215    0.00316978    0.0245502
5.62966    1.23774    0.00664061    -0.724824    0.00455043    -0.000575    0.00321685    0.0239092
5.92595    1.24576    0.00639712    -0.724032    0.00426018    -0.000555    0.00304273    0.0233074
6.22224    1.25545    0.0080697    -0.723745    0.00486056    -3e-05    0.00262376    0.0226908
6.51854    1.26454    0.00581271    -0.723747    0.00379885    0.00053    0.00297138    0.0221169
6.81483    1.27113    0.00602951    -0.720833    0.00363354    -0.000985    0.00339095    0.0216375
7.11112    1.28092    0.00645134    -0.721445    0.0041051    -0.000365    0.00252646    0.0210637
7.40741    1.29157    0.00622779    -0.721184    0.00379414    0.00029    0.00317386    0.0205748
7.70371    1.29985    0.00633068    -0.719947    0.00452104    -0.00074    0.00290472    0.0200842
8    1.30816    0.00496931    -0.719064    0.00335797    -0.00053    0.00236835    0.0196146
