FIELD    MAGNETIZATION    MAGNETIZATIONstd    POLARIZATION    POLARIZATIONstd    LB2    LB2std    Accept rate    
0.0001    -0.00626499    0.00527398    0.814088    0.00216762    0.98454    0.00205995    0.0105666
0.127083    -0.0035693    0.00588926    0.81441    0.00208824    0.984745    0.00187516    0.0105754
0.254065    -0.000686163    0.00714855    0.814159    0.00248456    0.984635    0.00208938    0.0105822
0.381048    0.000547763    0.00738537    0.814495    0.0020181    0.98481    0.00160667    0.0105864
0.50803    0.00332016    0.00670863    0.8141    0.00240697    0.98459    0.00202963    0.0105854
0.635013    0.00654075    0.00726051    0.814245    0.00202578    0.98447    0.0021158    0.0106138
0.761995    0.00831946    0.00725196    0.814016    0.00232936    0.984365    0.00219386    0.0106197
0.888978    0.00992737    0.00766015    0.813461    0.00250557    0.983865    0.00227937    0.0106621
1.01596    0.0127071    0.00722963    0.813711    0.0021645    0.98417    0.00191601    0.0106512
1.14294    0.0159677    0.00747393    0.814186    0.00208319    0.984375    0.00204832    0.0106799
1.26993    0.0197829    0.00786913    0.812688    0.00292515    0.982705    0.00312678    0.0107537
1.39691    0.0197468    0.00681991    0.813794    0.00228909    0.984245    0.00185505    0.0107327
1.52389    0.023295    0.0083423    0.813021    0.0027614    0.983225    0.00275964    0.0107837
1.65087    0.0255661    0.00647705    0.813203    0.0022977    0.98354    0.002049    0.0108033
1.77786    0.0283156    0.00683664    0.813289    0.00248023    0.983585    0.00222239    0.0108429
1.90484    0.0291116    0.00738369    0.812723    0.00233427    0.983115    0.00241361    0.0108816
2.03182    0.0345767    0.00617665    0.811262    0.00285925    0.98115    0.00298789    0.0109929
2.1588    0.0369305    0.0070249    0.811595    0.0027422    0.981945    0.00286544    0.0110274
2.28579    0.0395058    0.00674056    0.811386    0.00299933    0.98146    0.00300556    0.0110687
2.41277    0.0417633    0.00574305    0.811529    0.00227439    0.98161    0.0024301    0.0111132
2.53975    0.0455654    0.00772645    0.810909    0.00295113    0.980785    0.00307246    0.0111844
2.66673    0.0482141    0.00728315    0.81077    0.00283873    0.98086    0.00292539    0.0112307
2.79372    0.0489024    0.00730342    0.809894    0.00368729    0.98013    0.00336869    0.0112821
2.9207    0.0544631    0.00877118    0.808534    0.00331727    0.97839    0.0034085    0.011398
3.04768    0.0549792    0.00801059    0.809529    0.00403756    0.97977    0.00320462    0.0114612
3.17466    0.0576677    0.00754092    0.809123    0.00314134    0.979165    0.00332476    0.0115043
3.30165    0.0605129    0.00767201    0.808589    0.00355032    0.978675    0.00368146    0.0115774
3.42863    0.0673594    0.00739632    0.806699    0.00390232    0.97666    0.00350384    0.011694
3.55561    0.0678902    0.00722957    0.806345    0.0036073    0.97645    0.00344057    0.0117789
3.68259    0.0723377    0.00980261    0.805457    0.00438495    0.97564    0.00407313    0.0118718
3.80958    0.075612    0.00953067    0.804423    0.00473289    0.975055    0.00420871    0.0119464
3.93656    0.22598    0.0275256    0.658713    0.0402694    0.843445    0.0234622    0.0111052
4.06354    0.244699    0.0094657    0.632015    0.00447928    0.827805    0.00323624    0.0111524
4.19052    0.247804    0.00779476    0.631922    0.00445876    0.827605    0.00311853    0.0112175
4.31751    0.347924    0.00657466    0.463776    0.00334504    0.73029    0.00253444    0.0106788
4.44449    0.352436    0.00668156    0.461501    0.00467718    0.728745    0.00326898    0.0107062
4.57147    0.368605    0.0326435    0.440593    0.0530243    0.716625    0.0308261    0.0107291
4.69845    0.45795    0.00782627    0.294085    0.00335693    0.630955    0.00258297    0.0101896
4.82544    0.45825    0.00593452    0.29528    0.0023616    0.631835    0.00186588    0.0101921
4.95242    0.474312    0.00811122    0.274762    0.00430935    0.619755    0.00274476    0.0105022
5.0794    0.479488    0.00856801    0.271836    0.00620244    0.617685    0.0040975    0.0105625
5.20638    0.47121    0.00799648    0.287266    0.00937486    0.626765    0.00567658    0.0103964
5.33337    0.470515    0.00910042    0.291421    0.00767167    0.6291    0.00512689    0.0103329
5.46035    0.521665    0.00795224    0.195528    0.00616732    0.574905    0.00403233    0.00996265
5.58733    0.520146    0.00769396    0.199879    0.00785986    0.57703    0.00489429    0.00992899
5.71431    0.626733    0.00745977    0.0263765    0.00528596    0.475885    0.00353844    0.00934549
5.8413    0.703003    0.00630895    -0.125701    0.00451573    0.39057    0.00326307    0.00845032
5.96828    0.710437    0.00919992    -0.134662    0.0135986    0.38514    0.00780499    0.00853464
6.09526    0.800533    0.00722288    -0.297984    0.00452105    0.29153    0.00313992    0.00762097
6.22224    0.888294    0.0189965    -0.455508    0.0361142    0.200895    0.0203924    0.00690438
6.34923    0.895376    0.00577586    -0.467084    0.00272502    0.19449    0.00228471    0.00677364
6.47621    0.898468    0.00584837    -0.467283    0.0029059    0.19441    0.00221854    0.00673284
6.60319    0.901524    0.00519029    -0.467893    0.00296992    0.19368    0.00237068    0.00670968
6.73017    0.995898    0.00373208    -0.63549    0.00174135    0.09702    0.00151397    0.00562792
6.85716    0.997929    0.0046213    -0.635232    0.00197258    0.09703    0.00148883    0.00557793
6.98414    1.00121    0.00415417    -0.635422    0.00250528    0.09683    0.00184962    0.00552214
7.11112    1.00434    0.00429827    -0.635319    0.00163852    0.096695    0.00175306    0.00547166
7.2381    1.00376    0.0050073    -0.633795    0.00212728    0.09681    0.00170482    0.00541865
