FIELD    MAGNETIZATION    MAGNETIZATIONstd    POLARIZATION    POLARIZATIONstd    LB2    LB2std    Accept rate    
0.0001    0.000216859    0.00606685    0.813256    0.00245897    0.985535    0.00199813    0.00979797
0.127083    0.00199235    0.00632222    0.813749    0.00247791    0.985835    0.00205524    0.0097999
0.254065    0.00440902    0.00553398    0.81352    0.0024925    0.985775    0.00211911    0.00979633
0.381048    0.00713008    0.00697607    0.812926    0.00268331    0.98507    0.00216451    0.00981603
0.50803    0.0107278    0.00639898    0.813616    0.00271223    0.98568    0.00227269    0.00982327
0.635013    0.00993274    0.00592582    0.813898    0.00283119    0.986025    0.00222893    0.0098357
0.761995    0.0135588    0.00678358    0.813389    0.00213156    0.98542    0.0018937    0.00986163
0.888978    0.016142    0.00669416    0.812234    0.0024903    0.98471    0.00200522    0.00988136
1.01596    0.0174676    0.00580646    0.81303    0.002567    0.98525    0.00221529    0.0098987
1.14294    0.0204948    0.0061209    0.812958    0.00231141    0.98518    0.00187686    0.0099355
1.26993    0.0234398    0.00714053    0.812033    0.00353478    0.984515    0.00279393    0.00997387
1.39691    0.0265911    0.00684104    0.81193    0.00299043    0.98416    0.00278063    0.0100071
1.52389    0.0282899    0.006239    0.812541    0.00303566    0.98485    0.00241764    0.0100439
1.65087    0.0315117    0.00720176    0.812326    0.00312076    0.98453    0.00251478    0.0100914
1.77786    0.0318734    0.00722246    0.81224    0.0031752    0.984675    0.00249562    0.010122
1.90484    0.035447    0.00801464    0.811383    0.00261645    0.983715    0.00238223    0.0101767
2.03182    0.0380519    0.00669959    0.81096    0.00280872    0.983485    0.00235447    0.0102236
2.1588    0.0382273    0.00714398    0.810969    0.0021633    0.98368    0.00176709    0.0102956
2.28579    0.0444187    0.00757648    0.809098    0.00411957    0.982045    0.00318775    0.0103503
2.41277    0.0458821    0.0070682    0.81044    0.00338922    0.983205    0.0028765    0.0104055
2.53975    0.0473982    0.00807041    0.809718    0.00408268    0.982215    0.0037054    0.0105252
2.66673    0.0511607    0.00785521    0.809966    0.00341996    0.982765    0.00271266    0.0105494
2.79372    0.0519501    0.00795278    0.809211    0.00347682    0.982405    0.00257531    0.010626
2.9207    0.0563991    0.00767872    0.808468    0.00399967    0.981345    0.00351955    0.0107259
3.04768    0.0595212    0.00770105    0.807624    0.00430562    0.980715    0.00333167    0.0107868
3.17466    0.0622364    0.00958348    0.807087    0.00507223    0.98014    0.00418723    0.0108984
3.30165    0.0678113    0.00840925    0.805224    0.00474124    0.978595    0.00436087    0.0109995
3.42863    0.0746405    0.0140207    0.800777    0.00946099    0.974655    0.00769332    0.0111617
3.55561    0.0734692    0.00948191    0.803354    0.00655351    0.977485    0.0047643    0.0112149
3.68259    0.0780347    0.0106565    0.800156    0.00698584    0.975605    0.00569366    0.0113739
3.80958    0.103193    0.0118394    0.779222    0.00902706    0.960595    0.00673106    0.0116384
3.93656    0.102581    0.00946997    0.779696    0.00676173    0.962315    0.00569842    0.0117295
4.06354    0.127775    0.0185495    0.765032    0.0137391    0.94756    0.0136139    0.0119998
4.19052    0.123194    0.0153542    0.769362    0.0125142    0.951725    0.0114541    0.0120181
4.31751    0.212568    0.0157792    0.696855    0.0157856    0.864855    0.0100529    0.0111197
4.44449    0.230391    0.0141441    0.680593    0.0155248    0.854805    0.0097567    0.0114273
4.57147    0.333203    0.0122693    0.509487    0.0116517    0.755885    0.00729986    0.0107583
4.69845    0.418981    0.0105909    0.363659    0.00821694    0.671185    0.00553801    0.00987436
4.82544    0.418989    0.0138614    0.364403    0.0137485    0.67177    0.00910767    0.0099219
4.95242    0.421758    0.0132694    0.364735    0.0130053    0.671725    0.00852998    0.00999436
5.0794    0.431722    0.0113584    0.356656    0.00904573    0.666465    0.00619879    0.0100543
5.20638    0.514696    0.0107004    0.207658    0.00866287    0.58106    0.00610134    0.00919455
5.33337    0.52189    0.0121026    0.202939    0.0094853    0.57803    0.00634717    0.00935494
5.46035    0.612196    0.00974395    0.0393767    0.00658118    0.48402    0.00445276    0.00853876
5.58733    0.708959    0.00742033    -0.122499    0.00318936    0.390395    0.00258365    0.00757427
5.71431    0.712755    0.00540167    -0.123768    0.00332845    0.38958    0.00194386    0.00757919
5.8413    0.803615    0.00530744    -0.295431    0.00311168    0.29108    0.0022707    0.00693702
5.96828    0.806861    0.00635171    -0.296736    0.00568989    0.29025    0.0036664    0.00692645
6.09526    0.855507    0.038824    -0.382773    0.0688209    0.24112    0.0388243    0.00663829
6.22224    0.997012    0.00376182    -0.637975    0.00412017    0.095505    0.00288032    0.00496693
6.34923    1.08032    0.00388608    -0.806233    0.00164316    5.5e-05    0.00122606    0.00430777
6.47621    1.08245    0.00334316    -0.806012    0.00143281    0.000275    0.00129639    0.00423165
6.60319    1.08492    0.00259815    -0.805823    0.00120596    0.00018    0.00120004    0.0041586
6.73017    1.08715    0.00372633    -0.804971    0.00146431    0.000325    0.00120026    0.00409381
6.85716    1.08823    0.00293995    -0.80472    0.0013968    0.00021    0.00120557    0.00401992
6.98414    1.09069    0.00343246    -0.804186    0.00164269    0.00013    0.00111494    0.00394652
7.11112    1.0925    0.00348293    -0.804123    0.00169582    0.000335    0.00115608    0.00388282
7.2381    1.0951    0.00302431    -0.803719    0.00137786    0.0003    0.00107355    0.00381612
7.36509    1.09698    0.00319523    -0.803345    0.00142087    8.5e-05    0.000990719    0.00375289
7.49207    1.09881    0.00304804    -0.803305    0.00131506    0.00024    0.00116078    0.00369036
7.61905    1.10209    0.00315464    -0.803251    0.00137748    0.00019    0.00105896    0.00362843
7.74603    1.10409    0.0029082    -0.802854    0.00149459    0.00023    0.00128825    0.00356887
7.87302    1.10601    0.00337759    -0.802312    0.00139996    0.000115    0.00105737    0.00350745
8    1.10678    0.00317859    -0.801501    0.00154892    0.000275    0.000971146    0.00345292
