FIELD    MAGNETIZATION    MAGNETIZATIONstd    POLARIZATION    POLARIZATIONstd    LB2    LB2std    Accept rate    
0.0001    0.0135862    0.0108751    0.721967    0.00691407    0.944975    0.00534959    0.0376707
0.258161    0.0219719    0.010789    0.723484    0.00580909    0.94632    0.0044224    0.0376953
0.516223    0.0341034    0.0111584    0.721453    0.00761758    0.94455    0.00579418    0.0377001
0.774284    0.0404297    0.0120575    0.720289    0.00917533    0.94349    0.00654044    0.0377244
1.03235    0.0498186    0.0120505    0.722425    0.00599402    0.945435    0.00458416    0.037811
1.29041    0.0636104    0.0135062    0.719931    0.0084559    0.94365    0.00645581    0.0379344
1.54847    0.185855    0.0152719    0.570762    0.0106215    0.84785    0.0079098    0.0375843
1.80653    0.199977    0.0120599    0.568489    0.00898471    0.847045    0.0064095    0.0376435
2.06459    0.207803    0.0123998    0.56855    0.00962891    0.84661    0.00720281    0.0377627
2.32265    0.269398    0.0426694    0.492479    0.0653865    0.800475    0.0404815    0.0376871
2.58071    0.435593    0.0134405    0.264375    0.0110974    0.658375    0.00667706    0.0363594
2.83877    0.743637    0.105191    -0.14596    0.135214    0.385395    0.0998724    0.0339641
3.09684    1.16013    0.00934327    -0.725622    0.00493699    0.001745    0.0041924    0.0293298
3.3549    1.17035    0.00804921    -0.726773    0.00517562    -0.00036    0.0034399    0.0286624
3.61296    1.17725    0.00842467    -0.72638    0.00545251    0.000155    0.00350852    0.0279429
3.87102    1.18664    0.00837531    -0.727223    0.00461779    6.5e-05    0.00361864    0.0272647
4.12908    1.19435    0.00748936    -0.727944    0.00390061    0.000235    0.00313425    0.0266366
4.38714    1.20206    0.00690331    -0.727046    0.0047611    -0.00109    0.00281858    0.0260192
4.6452    1.20976    0.00675693    -0.726916    0.00375553    -0.000105    0.0034663    0.0254036
4.90326    1.21919    0.00695516    -0.727584    0.00461296    -0.00022    0.00335136    0.024838
5.16133    1.22701    0.00688045    -0.726856    0.0045133    -0.000165    0.00325331    0.0242706
5.41939    1.23597    0.00752465    -0.726932    0.00413787    0.000255    0.00376347    0.0237059
5.67745    1.24183    0.0060603    -0.726331    0.00369857    0.000255    0.00308524    0.0232061
5.93551    1.24869    0.00573261    -0.725522    0.00366837    0.000675    0.00371458    0.0226728
6.19357    1.25621    0.00679832    -0.724457    0.00407282    0.00015    0.00294788    0.0221719
6.45163    1.26495    0.00622605    -0.723944    0.00420055    0.000235    0.00381622    0.0217052
6.70969    1.27249    0.00754753    -0.723474    0.0047525    -0.000365    0.00328413    0.0212236
6.96775    1.28191    0.00591686    -0.722821    0.00466523    5.5e-05    0.00277772    0.0207821
7.22582    1.28716    0.00612715    -0.721194    0.00463453    0.00015    0.00268282    0.020334
7.48388    1.29676    0.00585734    -0.721704    0.00419875    -0.000385    0.00283911    0.0198748
7.74194    1.30509    0.00450802    -0.721375    0.00349509    0.00011    0.00302992    0.0195135
8    1.31239    0.00610362    -0.71997    0.00457229    0.000135    0.00270472    0.0190983
