FIELD    MAGNETIZATION    MAGNETIZATIONstd    POLARIZATION    POLARIZATIONstd    LB2    LB2std    Accept rate    
0.0001    0.00660374    0.0103807    0.723611    0.00695512    0.946535    0.00537866    0.037769
0.258161    0.019345    0.0124041    0.722009    0.00743537    0.94549    0.00602992    0.0377584
0.516223    0.0278666    0.0124266    0.723407    0.00816458    0.94647    0.00559545    0.0377682
0.774284    0.0400688    0.0119924    0.720703    0.010203    0.94479    0.00710411    0.03791
1.03235    0.0501602    0.0117468    0.719019    0.00826446    0.943875    0.00582908    0.0379661
1.29041    0.0612369    0.0113534    0.719854    0.00970236    0.943905    0.00683152    0.0381169
1.54847    0.0705603    0.00891985    0.717506    0.00822246    0.942305    0.00556671    0.0383091
1.80653    0.1999    0.0175506    0.556958    0.018862    0.841285    0.012332    0.038055
2.06459    0.267248    0.0544631    0.47676    0.075399    0.79249    0.0457542    0.0377256
2.32265    0.587217    0.0268755    0.0289094    0.0365183    0.513825    0.022329    0.0364048
2.58071    0.894093    0.0506419    -0.415251    0.0760836    0.23905    0.0478153    0.0328934
2.83877    1.05712    0.0132788    -0.577624    0.0133096    0.09142    0.00823824    0.0308588
3.09684    1.16115    0.00776843    -0.727149    0.00589503    3e-05    0.00354635    0.0292382
3.3549    1.16848    0.00886281    -0.727497    0.00416058    0.00015    0.00439687    0.0285577
3.61296    1.17712    0.00849684    -0.727023    0.00506533    -0.000165    0.00392129    0.0278559
3.87102    1.18671    0.00877171    -0.728    0.00459841    -0.000315    0.00318662    0.0271417
4.12908    1.19428    0.00842328    -0.726965    0.004854    8e-05    0.00451814    0.0265448
4.38714    1.20375    0.00859806    -0.727782    0.00593322    -0.000205    0.00344191    0.0259046
4.6452    1.21156    0.0089866    -0.727341    0.00504739    -0.000365    0.00451448    0.0252411
4.90326    1.21916    0.00904091    -0.726969    0.00485733    0.00052    0.00361346    0.0246533
5.16133    1.22548    0.00820779    -0.726471    0.0047356    0.00049    0.00326648    0.0241082
5.41939    1.234    0.00657284    -0.726545    0.00350262    7e-05    0.00319532    0.0235383
5.67745    1.24271    0.00547551    -0.726657    0.0046616    0.001105    0.00316903    0.0229952
5.93551    1.24985    0.00620563    -0.725409    0.00461422    0.00015    0.00341614    0.0224757
6.19357    1.25711    0.00609367    -0.724601    0.00373134    -0.00038    0.00345443    0.0219505
6.45163    1.26532    0.00568077    -0.724841    0.00334017    0.000105    0.00276997    0.0214984
6.70969    1.2719    0.00716604    -0.724104    0.00420141    0.00049    0.00341246    0.0210487
6.96775    1.28165    0.00496753    -0.724065    0.00359956    0.00013    0.00234534    0.0205501
7.22582    1.28675    0.00641592    -0.721716    0.00346775    0.000355    0.00305127    0.0201479
7.48388    1.29515    0.0066357    -0.720986    0.00424716    -0.000715    0.00303274    0.0197147
7.74194    1.30393    0.00541518    -0.720827    0.00346759    0.000465    0.0023372    0.0192961
8    1.31247    0.00514908    -0.720777    0.00322763    0.00041    0.00269433    0.0189031
