FIELD    MAGNETIZATION    MAGNETIZATIONstd    POLARIZATION    POLARIZATIONstd    LB2    LB2std    Accept rate    
0.0001    -0.000522005    0.0107283    0.724517    0.00599425    0.944745    0.00511749    0.0381146
0.258161    0.00784143    0.0104451    0.723402    0.0075624    0.94391    0.00551107    0.038146
0.516223    0.0207016    0.0130696    0.722835    0.00835231    0.94378    0.00656689    0.0381659
0.774284    0.0317001    0.0120645    0.724395    0.00755114    0.944495    0.00597902    0.0382262
1.03235    0.0439391    0.0109696    0.721635    0.00645965    0.942635    0.00458154    0.0383739
1.29041    0.0525913    0.0125566    0.720512    0.00726841    0.94126    0.00541525    0.0384649
1.54847    0.170509    0.0226705    0.587083    0.0274698    0.856955    0.0173707    0.0383115
1.80653    0.370544    0.0487174    0.366514    0.0385731    0.68597    0.0416648    0.0372719
2.06459    0.514455    0.014059    0.193819    0.00948952    0.56798    0.00654978    0.0361699
2.32265    0.69645    0.047901    -0.0597798    0.0702177    0.409625    0.0433088    0.0349057
2.58071    0.741118    0.0113771    -0.111364    0.00648605    0.378335    0.00461292    0.0341366
2.83877    1.05308    0.0100123    -0.569917    0.00632562    0.095685    0.00508621    0.0311525
3.09684    1.06255    0.00869871    -0.571039    0.00442005    0.095075    0.0040845    0.03047
3.3549    1.06828    0.00979362    -0.569524    0.00563631    0.09674    0.00488031    0.0298455
3.61296    1.17669    0.00856742    -0.728172    0.00560716    -0.000655    0.00402489    0.0283586
3.87102    1.1844    0.00783724    -0.727804    0.00465833    0.000185    0.00459206    0.0276546
4.12908    1.1926    0.00886456    -0.727856    0.00550061    -0.00014    0.00430034    0.0270375
4.38714    1.20041    0.00838273    -0.727428    0.005637    -5e-06    0.00438135    0.0264134
4.6452    1.20747    0.00686429    -0.728143    0.00458278    -0.000115    0.00325776    0.0257862
4.90326    1.21696    0.0064858    -0.727328    0.0040514    1.5e-05    0.00286592    0.0251777
5.16133    1.22372    0.00737535    -0.726541    0.00449312    -0.000125    0.00346491    0.0246296
5.41939    1.23335    0.00745957    -0.72758    0.00359305    0.000155    0.00316618    0.0240803
5.67745    1.2397    0.00664708    -0.726718    0.00466022    -0.0004    0.00331738    0.0235488
5.93551    1.24802    0.0066986    -0.726659    0.00407313    -0.00033    0.00313027    0.0230047
6.19357    1.25542    0.0072591    -0.725567    0.00370376    0.00053    0.0031566    0.0225219
6.45163    1.26321    0.0072191    -0.725507    0.00407245    -0.000165    0.00277966    0.0220531
6.70969    1.27106    0.0066493    -0.725077    0.00415398    -0.00037    0.00354903    0.0215414
6.96775    1.27844    0.00483488    -0.723398    0.00336896    -0.00011    0.00319733    0.0210948
7.22582    1.28763    0.00529803    -0.722904    0.00381431    -0.000165    0.00315579    0.020644
7.48388    1.29553    0.00572859    -0.723266    0.00439251    -0.000475    0.00255404    0.0202163
7.74194    1.30241    0.00602356    -0.720913    0.00392601    -0.00022    0.00332176    0.0198211
8    1.31096    0.00541109    -0.720579    0.00404692    0.00018    0.00291464    0.0194106
